,pl_name,hostname,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_massj,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
648,GJ 433 b,GJ 433,Gaia DR2 3478160727866058368,0,1,3,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,7.3697,0.06,,,,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M1.5 V,3472.0,,0.48,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,853.6175037,-70.7678,-850.679,9.06456,9.81,5.623,8.89138,6/02/2020,2014-06,10/10/2019
649,GJ 433 b,GJ 433,Gaia DR2 3478160727866058368,0,1,3,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,7.3709,0.06,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,3461.0,0.5,0.59,-0.17,[Fe/H],4.81,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,853.6175037,-70.7678,-850.679,9.06456,9.81,5.623,8.89138,6/02/2020,2017-03,6/09/2018
650,GJ 433 b,GJ 433,Gaia DR2 3478160727866058368,1,1,3,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,7.3705,0.062,,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,,,,0.48,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,853.6175037,-70.7678,-850.679,9.06456,9.81,5.623,8.89138,6/02/2020,2020-01,13/02/2020
651,GJ 433 b,GJ 433,Gaia DR2 3478160727866058368,0,1,3,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=DELFOSSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...553A...8D/abstract target=ref> Delfosse et al. 2013 </a>,7.3709,0.058,,,,0,<a refstr=DELFOSSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...553A...8D/abstract target=ref> Delfosse et al. 2013 </a>,M1.5,3600.0,,0.48,-0.22,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,853.6175037,-70.7678,-850.679,9.06456,9.81,5.623,8.89138,6/02/2020,2013-05,14/05/2014
655,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,2.64389788,0.03109,4.191,0.374,0.0728,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,3350.0,,,-0.15,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,29/03/2016,2016-06,31/03/2016
659,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,1,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64..323M/abstract target=ref>Maciejewski et al. 2014</a>,2.64388312,0.0291,4.17,0.372,0.07,0,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64..323M/abstract target=ref>Maciejewski et al. 2014</a>,,,0.46,0.47,,,4.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,5/02/2015,2014-12,5/02/2015
660,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,2.643859,0.0278,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3456.0,0.43,0.42,,,4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,22/01/2015,2007-03,22/01/2015
661,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...735...27K/abstract target=ref>Knutson et al. 2011</a>,2.6438979,0.0287,3.96,0.353,,0,<a refstr=KNUTSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...735...27K/abstract target=ref>Knutson et al. 2011</a>,,3585.0,0.44,0.45,,,4.84,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,7/10/2015,2011-07,15/10/2015
662,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LANOTTE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..73L/abstract target=ref>Lanotte et al. 2014</a>,2.64389803,0.0308,4.1,0.366,0.08,0,<a refstr=LANOTTE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..73L/abstract target=ref>Lanotte et al. 2014</a>,,3416.0,0.46,0.56,0.02,[Fe/H],4.84,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,18/09/2014,2014-12,18/09/2014
665,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.64385,0.02872,4.222,0.377,0.0729,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,3350.0,0.46,0.45,-0.03,[Fe/H],4.84,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,18/09/2014,2008-04,18/09/2014
666,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.64389524,0.02887,4.091,0.365,0.0737,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,3500.0,0.45,0.46,-0.03,[Fe/H],4.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,12/01/2016,2010-11,14/01/2016
667,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,2.644,0.028,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3456.0,0.43,0.42,,,4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,16/10/2017,2018-02,19/10/2017
668,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MANESS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007PASP..119...90M/abstract target=ref> Maness et al. 2007 </a>,2.64385,0.0285,,,,0,<a refstr=MANESS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007PASP..119...90M/abstract target=ref> Maness et al. 2007 </a>,,3350.0,,0.44,-0.03,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,18/09/2014,2007-01,18/09/2014
669,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..580B/abstract target=ref> Butler et al. 2004 </a>,2.6441,0.0278,,,,0,<a refstr=BUTLER_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..580B/abstract target=ref> Butler et al. 2004 </a>,M2.5 V,,,0.41,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,18/09/2014,2004-12,18/09/2014
671,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,2.6,0.029,4.26,0.38,0.073,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,M2.5 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,12/02/2015,2015-04,12/02/2015
672,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2.643892,0.02849,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,3586.11,0.42,0.44,0.099,[Fe/H],4.84,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,9/05/2022,2021-07,9/05/2022
674,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=SHPORER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...694.1559S/abstract target=ref> Shporer et al. 2009</a>,2.64386,0.02872,4.2,0.37,0.073,0,<a refstr=SHPORER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...694.1559S/abstract target=ref> Shporer et al. 2009</a>,,,0.45,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,18/09/2014,2009-04,18/09/2014
675,GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,2.643943,0.0278,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3456.0,0.43,0.42,,,4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,1209.857678,895.047,-814.031,9.75321,10.67,6.073,9.57148,18/09/2014,2006-07,18/09/2014
680,GJ 480 b,GJ 480,Gaia DR2 3928391218812375808,1,1,1,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,9.567,0.068,,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,M3.5 Ve,,,0.45,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h38m51.22s,189.7134226,+11d41m42.25s,11.6950708,1182.651502,-1155.7,-251.042,14.2358,11.49,6.691,10.3249,8/09/2020,2020-10,3/09/2020
681,GJ 486 b,GJ 486,Gaia DR2 3735000631158990976,1,1,1,Radial Velocity,2021,Calar Alto Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,1.467119,0.01734,1.305,0.116,0.00887,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...371.1038T/abstract target=ref>Trifonov et al. 2021</a>,M3.5 V,3340.0,0.33,0.32,0.07,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,1108.4629,-1008.6,-459.8,8.07426,11.39,6.362,10.094,15/03/2021,2021-03,18/03/2021
685,GJ 536 b,GJ 536,Gaia DR2 3657653114880309248,0,1,1,Radial Velocity,2016,La Silla Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,8.708,0.067,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3674.0,0.51,0.51,,,4.73,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,1019.344272,-825.424,598.112,10.4092,9.71,5.683,8.85881,16/10/2017,2018-02,19/10/2017
686,GJ 536 b,GJ 536,Gaia DR2 3657653114880309248,1,1,1,Radial Velocity,2016,La Silla Observatory,Published Confirmed,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...597A.108S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2017</a>,8.7076,0.06661,,,,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...597A.108S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2017</a>,M1 V,3685.0,0.5,0.52,-0.08,[Fe/H],4.75,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,1019.344272,-825.424,598.112,10.4092,9.71,5.683,8.85881,15/11/2016,2017-01,17/11/2016
687,GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,5.36841,0.040616,,,,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,M3 V,,0.29,0.31,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,30/11/2016,2010-11,1/12/2016
688,GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,5.368,0.041,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3396.0,0.33,0.31,,,4.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,16/10/2017,2018-02,19/10/2017
689,GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,5.36879,0.04099,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,3490.39,0.32,0.32,-0.088,[Fe/H],4.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,20/09/2021,2021-05,20/09/2021
690,GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,5.366,0.041,,,,0,<a refstr=BONFILS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...443L..15B/abstract target=ref> Bonfils et al. 2005 </a>,M3 V,,0.29,0.31,-0.25,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,1/11/2016,2005-12,3/11/2016
691,GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,1,1,3,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=ROBERTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345..440R/abstract target=ref>Robertson et al. 2014</a>,5.3686,0.04061,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3396.0,0.33,0.31,,,4.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,9/07/2014,2014-07,9/07/2014
692,GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,5.36874,0.04,,,,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,14/05/2014,2009-11,14/05/2014
693,GJ 581 c,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,12.9144,0.07359,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,3490.39,0.32,0.32,-0.088,[Fe/H],4.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,20/09/2021,2021-05,20/09/2021
694,GJ 581 c,GJ 581,Gaia DR2 6322070093095493504,1,1,3,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=ROBERTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345..440R/abstract target=ref>Robertson et al. 2014</a>,12.914,0.0721,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3396.0,0.33,0.31,,,4.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,9/07/2014,2014-07,9/07/2014
695,GJ 581 c,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,12.9292,0.07,,,,0,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507..487M/abstract target=ref> Mayor et al. 2009 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,14/05/2014,2009-11,14/05/2014
696,GJ 581 c,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,12.9191,0.072993,,,,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,M3 V,,0.29,0.31,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,30/11/2016,2010-11,1/12/2016
